,0,1
888,"Bangor Area High School,Bangor,PA","{'lat': 40.8856663, 'lng': -75.1514574}"
889,"McGuffey High School,Claysville,PA","{'lat': 40.1409712, 'lng': -80.3629871}"
890,"Westover High School,Fayetteville,NC","{'lat': 35.0843529, 'lng': -78.9917528}"
891,"Henry Foss High School,Tacoma,WA","{'lat': 47.2395134, 'lng': -122.4965307}"
892,"Northwestern High School,Detroit,MI","{'lat': 42.3585276, 'lng': -83.10333539999999}"
893,"Robert A. Taft Information Technology High School,Cincinnati,OH","{'lat': 39.1092579, 'lng': -84.5230385}"
894,"Western High School,Las Vegas,NV","{'lat': 36.1759926, 'lng': -115.2035757}"
895,"Grant High School,Van Nuys,CA","{'lat': 34.1773047, 'lng': -118.415762}"
896,"William L.Sayre High School,Philadelphia,PA","{'lat': 39.9574001, 'lng': -75.2387906}"
897,"Harbin County High School,Savannah,TN","{'lat': 35.2107894, 'lng': -88.2463389}"
898,"Hillcrest High School,Country Club Hills,IL","{'lat': 41.57335250000001, 'lng': -87.7121816}"
899,"Paxon Middle School,Jacksonville,FL","{'lat': 30.3445234, 'lng': -81.724052}"
900,"Crook County High School,Prineville,OR","{'lat': 44.2928454, 'lng': -120.8332253}"
901,"Stephen F. Austin Middle School,Port Arthur,TX","{'lat': 29.8999875, 'lng': -94.0179077}"
902,"Slauson Middle School,Azusa,CA","{'lat': 34.1287395, 'lng': -117.911818}"
903,"Clifton Elementary School,Atlanta,GA","{'lat': 33.6965647, 'lng': -84.3017665}"
904,"Greenville High School,Greenville,TX","{'lat': 33.1046477, 'lng': -96.1198234}"
905,"Herbert Henry Dow High School,Midland,MI","{'lat': 43.6407382, 'lng': -84.2754104}"
906,"Centennial High School,Compton,CA","{'lat': 33.9145819, 'lng': -118.2518791}"
907,"East Ridge High School,Chattanooga,TN","{'lat': 34.9871947, 'lng': -85.24564439999999}"
908,"Union Park Elementary School,Orlando,FL","{'lat': 28.5671525, 'lng': -81.2456938}"
909,"Sarah J. Rawson Elementary School,Hartford,CT","{'lat': 41.7961641, 'lng': -72.70072809999999}"
910,"Myrtle Beach High School,Myrtle Beach,SC","{'lat': 33.7193202, 'lng': -78.8680278}"
911,"Chicago Vocational Career Academy,Chicago,IL","{'lat': 41.73828830000001, 'lng': -87.57287509999999}"
912,"Springwater Trail High School,Gresham,OR","{'lat': 45.486355, 'lng': -122.407322}"
913,"North Mecklenburg High School,Huntersville,NC","{'lat': 35.3726485, 'lng': -80.83415149999999}"
914,"Gettysburg Elementary School,Dayton,OH","{'lat': 39.7291331, 'lng': -84.2527909}"
915,"Tidehaven High School,El Maton,TX","{'lat': 28.9000705, 'lng': -96.1382089}"
916,"Henry Ford High School,Detroit,MI","{'lat': 42.4396448, 'lng': -83.2376357}"
917,"West Mesquite High School,Mesquite,TX","{'lat': 32.761534, 'lng': -96.6356081}"
918,"Liberty Memorial Middle School,Los Fresnos,TX","{'lat': 26.112691, 'lng': -97.514488}"
919,"Oak Haven Elementary School,Coventry,RI","{'lat': 41.6871551, 'lng': -71.5435558}"
920,"Vandora Springs Elementary School,Garner,NC","{'lat': 35.6992106, 'lng': -78.62914959999999}"
921,"North Garner Middle School,Garner,NC","{'lat': 35.716032, 'lng': -78.611772}"
922,"Broad River Elementary School,Burton,SC","{'lat': 32.4216253, 'lng': -80.75607769999999}"
923,"David W. Carter High School,Dallas,TX","{'lat': 32.6492691, 'lng': -96.849171}"
924,"Carter G. Woodson Elementary School,Chicago,IL","{'lat': 41.8140802, 'lng': -87.60868669999999}"
925,"Mount Vernon Elementary School,Newark,NJ","{'lat': 40.7371791, 'lng': -74.2448529}"
926,"Las Plumas High School,Oroville,CA","{'lat': 39.479895, 'lng': -121.537318}"
927,"Platt High School,Meriden,CT","{'lat': 41.5340038, 'lng': -72.8267207}"
928,"SuccessTech Academy,Cleveland,OH","{'lat': 41.5038245, 'lng': -81.6948759}"
929,"Manassas High School,Memphis,TN","{'lat': 35.1707184, 'lng': -90.0322099}"
930,"John Curtis Christian School,River Ridge,LA","{'lat': 29.9636145, 'lng': -90.2216052}"
931,"Holland Patent Central High School,Holland Patent,NY","{'lat': 43.2535684, 'lng': -75.2543625}"
932,"Barnard-White Middle School,Union City,CA","{'lat': 37.6060025, 'lng': -122.0277892}"
933,"Hamilton High School,Memphis,TN","{'lat': 35.0999995, 'lng': -90.0167743}"
934,"Mitchell High School,Memphis,TN","{'lat': 35.0568899, 'lng': -90.08553069999999}"
935,"E.O. Green Junior High School,Oxnard,CA","{'lat': 34.16530050000001, 'lng': -119.1816895}"
936,"Davidson High School,Mobile,AL","{'lat': 30.6623856, 'lng': -88.1464481}"
937,"Roosevelt High School,Fresno,CA","{'lat': 36.741442, 'lng': -119.7523391}"
938,"Madison Parish High School,Tallulah,LA","{'lat': 32.3982812, 'lng': -91.2074317}"
939,"Wallace Elementary School,Kelso,WA","{'lat': 46.1348552, 'lng': -122.9124591}"
940,"Lakota Middle School,Federal Way,WA","{'lat': 47.32002199999999, 'lng': -122.354372}"
941,"Central High School,Knoxville,TN","{'lat': 36.0400867, 'lng': -83.92445719999999}"
942,"South High School,Willoughby,OH","{'lat': 41.6248036, 'lng': -81.4212455}"
943,"Mira Loma High School,Sacramento,CA","{'lat': 38.6322107, 'lng': -121.3709321}"
944,"George Washington Preparatory High School,Athens,CA","{'lat': 33.9373633, 'lng': -118.3029342}"
945,"Henry Ford High School,Detroit,MI","{'lat': 42.4396448, 'lng': -83.2376357}"
946,"Vasquez High School,Acto,CA","{'lat': 34.493484, 'lng': -118.21636}"
947,"Prattville Christian Academy,Prattville,AL","{'lat': 32.479883, 'lng': -86.405138}"
948,"Eliot Elementary School,Gilroy,CA","{'lat': 37.0065687, 'lng': -121.5615193}"
949,"Stockton Springs Elementary School,Stockton Springs,MA","{'lat': 44.49741220000001, 'lng': -68.8582224}"
950,"El Rio Elementary School,Oxnard,CA","{'lat': 34.232631, 'lng': -119.171905}"
951,"Bell High School,Bell,CA","{'lat': 33.9724376, 'lng': -118.1904946}"
952,"Dillard High School,Fort Lauderdale,FL","{'lat': 26.1396503, 'lng': -80.1759107}"
953,"Thompson Valley High School,Loveland,CO","{'lat': 40.387895, 'lng': -105.1006456}"
954,"Desert Hills High School,St. George,UT","{'lat': 37.0507246, 'lng': -113.5673046}"
955,"Cole Middle School,Oakland,CA","{'lat': 37.8043637, 'lng': -122.2711137}"
956,"Central Valley High School,Ceres,CA","{'lat': 37.5792147, 'lng': -120.9582403}"
957,"North Forest High School,Houston,TX","{'lat': 29.8667552, 'lng': -95.259913}"
958,"O. A. Peters Elementary School,Garden Grove,CA","{'lat': 33.7717313, 'lng': -117.9285955}"
959,"King City High School,King City,CA","{'lat': 36.2095234, 'lng': -121.1342819}"
960,"Shattuck St. Mary's Prep School,Faribault,MN","{'lat': 44.3022459, 'lng': -93.260187}"
961,"William Floyd High School,Mastic Beach,NY","{'lat': 40.7805739, 'lng': -72.8508782}"
962,"Guy B. Teachey Elementary School,Asheboro,NC","{'lat': 35.673183, 'lng': -79.808911}"
963,"Summerville High School,Summerville,SC","{'lat': 32.9941614, 'lng': -80.2182656}"
964,"Largo Middle School,Largo,FL","{'lat': 27.9082175, 'lng': -82.7839008}"
965,"William H. Harrison Elementary School,Philadelphia,PA","{'lat': 39.9722699, 'lng': -75.1534685}"
966,"Shuman Middle School,Savannah,GA","{'lat': 32.061822, 'lng': -81.066834}"
967,"Kennedy Elementary School,Norman,OK","{'lat': 35.2106534, 'lng': -97.4187863}"
968,"William Penn High School,New Castle,DE","{'lat': 39.6688493, 'lng': -75.5842303}"
969,"Dunbar High School,Chicago,IL","{'lat': 41.8404753, 'lng': -87.6181897}"
970,"Perspectives Charter School,Chicago,IL","{'lat': 41.8608315, 'lng': -87.6274658}"
971,"Beecher High School,Mount Morris Township,MI","{'lat': 43.0984267, 'lng': -83.71533889999999}"
972,"Collins HIgh School,Chicago,IL","{'lat': 41.8643651, 'lng': -87.7011464}"
973,"East High School,Erie,PA","{'lat': 42.137546, 'lng': -80.0594297}"
974,"Cahokia High School,Cahokia,IL","{'lat': 38.5648931, 'lng': -90.1643363}"
975,"Clayton High School,Clayton,NC","{'lat': 35.650075, 'lng': -78.46562}"
976,"Baker Elementary School,El Monte,CA","{'lat': 34.0661729, 'lng': -118.0158634}"
977,"School bus,Zebulon,NC","{'lat': 35.9742438, 'lng': -78.92809489999999}"
978,"Central High School,Detroit,MI","{'lat': 42.38358909999999, 'lng': -83.11178269999999}"
979,"John Muir Elementary School,Hayward,CA","{'lat': 37.6565801, 'lng': -122.0834135}"
980,"Brien McMahon High School,Norwalk,CT","{'lat': 41.0856093, 'lng': -73.43315319999999}"
981,"Robert Frost Elementary School,Sioux Falls,SD","{'lat': 43.5167054, 'lng': -96.7217857}"
982,"Westover High School,Fayetteville,NC","{'lat': 35.0843529, 'lng': -78.9917528}"
983,"Ribault High School,Jacksonville,FL","{'lat': 30.390581, 'lng': -81.7077094}"
984,"Cypress Ridge High School,Houston,TX","{'lat': 29.892453, 'lng': -95.6046483}"
985,"Locke HIgh School,Los Angeles,CA","{'lat': 33.9353785, 'lng': -118.268409}"
986,"Sheboygan High School,Sheboygan,WI","{'lat': 43.7762373, 'lng': -87.7194166}"
987,"Canandaigua Academy,Canandaigua,NY","{'lat': 42.909229, 'lng': -77.2755766}"
988,"Larose-Cut Off Middle School,Larose,LA","{'lat': 29.562631, 'lng': -90.3650057}"
989,"International Studies Academy,San Francisco,CA","{'lat': 37.7619724, 'lng': -122.4010678}"
990,"Aplington-Parkersburg High School,Parkersburg,IA","{'lat': 42.57303539999999, 'lng': -92.77852999999999}"
991,"Westover High School,Fayetteville,NC","{'lat': 35.0843529, 'lng': -78.9917528}"
992,"Stamford Academy,Stamford,CT","{'lat': 41.0593697, 'lng': -73.5364836}"
993,"Virginia Randolph Community High School,Glen Allen,VA","{'lat': 37.6618987, 'lng': -77.4818006}"
994,"Mattituck Junior-Senior High School,Mattituck,NY","{'lat': 40.99595619999999, 'lng': -72.5283285}"
995,"Carolina Forest High School,Conway,SC","{'lat': 33.7798928, 'lng': -78.97076849999999}"
996,"Wilson High School,Long Beach,CA","{'lat': 33.7768888, 'lng': -118.140621}"
997,"Hamilton High School (bus),West Philadelphia,PA","{'lat': 39.955223, 'lng': -75.2353265}"
998,"Booker T. Washington High School,Shreveport,LA","{'lat': 32.5040265, 'lng': -93.774143}"
999,"Livington High School,Livington,AL","{'lat': 32.6104851, 'lng': -88.1845002}"
1000,"Discovery Middle School,Madison,AL","{'lat': 34.7408573, 'lng': -86.7414711}"
1001,"Inskip Elementary School,Knoxville,TN","{'lat': 36.0101194, 'lng': -83.9591262}"
1002,"Deer Creek Middle School,Littleton,CO","{'lat': 39.5867127, 'lng': -105.1019619}"
1003,"Binary Elementary School,Tacoma,WA","{'lat': 47.2528768, 'lng': -122.4442906}"
1004,"Woodrow Wilson High School,Portsmouth,VA","{'lat': 36.8141251, 'lng': -76.3798262}"
1005,"South Gate High School,South Gate,CA","{'lat': 33.9560708, 'lng': -118.2093189}"
1006,"Sullivan Central High School,Blountville,TN","{'lat': 36.5297077, 'lng': -82.38709449999999}"
1007,"Mumford High School,Detroit,MI","{'lat': 42.4213221, 'lng': -83.1646032}"
1008,"Socastee High School,Conway,SC","{'lat': 33.6848892, 'lng': -78.9974833}"
1009,"Alisal High School,Salinas,CA","{'lat': 36.6846868, 'lng': -121.6020867}"
1010,"Kelly Elementary School,Carlsbad,CA","{'lat': 33.147224, 'lng': -117.3119795}"
1011,"Topeka West High School,Topeka,KS","{'lat': 39.0316284, 'lng': -95.7466726}"
1012,"Marinette High School,Marinette,WI","{'lat': 45.0831927, 'lng': -87.6321416}"
1013,"Aurora Central High School,Aurora,CO","{'lat': 39.7321152, 'lng': -104.8518465}"
1014,"Crown Point School bus,Crown Point,IN","{'lat': 41.420574, 'lng': -87.36267099999999}"
1015,"Millard South High School,Omaha,NE","{'lat': 41.2028075, 'lng': -96.1458147}"
1016,"Gardena High School,Los Angeles,CA","{'lat': 33.8684346, 'lng': -118.296141}"
1017,"Louisiana Schnell Elementary School,Placerville,CA","{'lat': 38.7350781, 'lng': -120.777826}"
1018,"Martinsville West Middle School,Martinsville,IN","{'lat': 39.4191607, 'lng': -86.42716949999999}"
1019,"Worthing High School,Houston,TX","{'lat': 29.65812799999999, 'lng': -95.3657642}"
1020,"Sheeler Charter High School,Apopka,FL","{'lat': 28.673777, 'lng': -81.49333299999999}"
1021,"Betsy Ross Elementary School,Houston,TX","{'lat': 29.8015229, 'lng': -95.3418241}"
1022,"Horizon Elementary School,Everett,WA","{'lat': 47.9209912, 'lng': -122.2373942}"
1023,"Highlands Intermediate School,Pearl City,HI","{'lat': 21.4008224, 'lng': -157.962563}"
1024,"Cape Fear High School,Fayetteville,NC","{'lat': 35.0343853, 'lng': -78.7637348}"
1025,"Harwell Middle School,Edinburg,TX","{'lat': 26.3904065, 'lng': -98.08889309999999}"
1026,"Northern High School,Flint,MI","{'lat': 43.036336, 'lng': -83.7361687}"
1027,"Cummings Middle School,Brownsville,TX","{'lat': 25.913944, 'lng': -97.4930019}"
1028,"North Forest High School,Houston,TX","{'lat': 29.8667552, 'lng': -95.259913}"
1029,"Walpole Elementary School,Walpole,NH","{'lat': 43.08594, 'lng': -72.42762499999999}"
1030,"Armin Jahr Elementary School,Bremerton,WA","{'lat': 47.5921323, 'lng': -122.6354555}"
1031,"Chardon High School,Chardon,OH","{'lat': 41.5911426, 'lng': -81.2004121}"
1032,"Episcopal School of Jacksonville,Jacksonville,FL","{'lat': 30.3114448, 'lng': -81.62152999999999}"
1033,"LeFlore High School,Mobile,AL","{'lat': 30.7145083, 'lng': -88.0870103}"
1034,"Kirksey Middle School,Rogers,AR","{'lat': 36.298114, 'lng': -94.11971299999999}"
1035,"Mary Scroggs Elementary School,Chapel Hill,NC","{'lat': 35.8791344, 'lng': -79.0684297}"
1036,"Hamilton High School,Memphis,TN","{'lat': 35.0999995, 'lng': -90.0167743}"
1037,"Banks County High School,Homer,GA","{'lat': 34.309279, 'lng': -83.498462}"
1038,"Perry Hall High School,Perry Hall,MD","{'lat': 39.3923758, 'lng': -76.4644904}"
1039,"Normal Community High School,Normal,IL","{'lat': 40.5331448, 'lng': -88.9148834}"
1040,"Stillwater Junior High School,Stillwater,OK","{'lat': 36.1404191, 'lng': -97.0387949}"
1041,"Fairmount Public School,Fairmont,ND","{'lat': 46.0549899, 'lng': -96.60093719999999}"
1042,"Banner Academy South,Chicago,IL","{'lat': 41.7156226, 'lng': -87.56716569999999}"
1043,"Spring Woods High School,Houston,TX","{'lat': 29.8110129, 'lng': -95.54760209999999}"
1044,"Sandy Hook Elementary School,Newtown,CT","{'lat': 41.419961, 'lng': -73.2773997}"
1045,"Apostolic Revival Center Christian School,Fort Myers,FL","{'lat': 26.640191, 'lng': -81.8345049}"
1046,"Taft Union High School,Taft,CA","{'lat': 35.1463033, 'lng': -119.4605088}"
1047,"Osborn High School,Detroit,MI","{'lat': 42.434046, 'lng': -83.0027346}"
1048,"Price Middle School,Atlanta,GA","{'lat': 33.70896159999999, 'lng': -84.3874939}"
1049,"Martin Luther King High School,Detroit,MI","{'lat': 42.3425947, 'lng': -83.0165952}"
1050,"Hillside Elementary School,San Leandro,CA","{'lat': 37.7017466, 'lng': -122.1163668}"
1051,"Grady High School,Atlanta,GA","{'lat': 33.7805515, 'lng': -84.3714213}"
1052,"Davidson Middle School,Southgate,MI","{'lat': 42.192549, 'lng': -83.19444299999999}"
1053,"Temple High School,Temple,TX","{'lat': 31.1062802, 'lng': -97.353633}"
1054,"La Salle High School,Cincinnati,OH","{'lat': 39.1890963, 'lng': -84.58661359999999}"
1055,"Tularosa Elementary School,Tularosa,NM","{'lat': 33.072224, 'lng': -106.0131404}"
1056,"Ossie Ware Mitchell Middle School,Birmingham,AL","{'lat': 33.5644718, 'lng': -86.717708}"
1057,"Redland Middle School,Homestead,FL","{'lat': 25.5372218, 'lng': -80.4521422}"
1058,"Hidden Valley Elementary School,Charlotte,NC","{'lat': 35.268156, 'lng': -80.784279}"
1059,"Alexander W. Dreyfoos School of the Arts,West Palm Beach,FL","{'lat': 26.7088319, 'lng': -80.0616264}"
1060,"Northwest High School,Clarksville,TN","{'lat': 36.5746084, 'lng': -87.4338039}"
1061,"Ronald E. McNair Discovery Learning Academy,Decatur,GA","{'lat': 33.7272193, 'lng': -84.306962}"
1062,"Westside Elementary School,Memphis,TN","{'lat': 35.2171948, 'lng': -90.03734039999999}"
1063,"North Panola High School,Sardis,MS","{'lat': 34.4430242, 'lng': -89.9250313}"
1064,"Carver High School,Winston-Salem,NC","{'lat': 36.1342371, 'lng': -80.2071071}"
1065,"Roosevelt High School,Chicago,IL","{'lat': 41.9657658, 'lng': -87.71418290000001}"
1066,"New Gloucester High School,Gray,ME","{'lat': 43.9029284, 'lng': -70.3499192}"
1067,"Winnisquam Regional School District,Sanbornton,NH","{'lat': 43.442836, 'lng': -71.6035424}"
1068,"Agape Christian Academy,Pine Hills,FL","{'lat': 28.5750842, 'lng': -81.4754355}"
1069,"Lanier High School,Austin,TX","{'lat': 30.3602094, 'lng': -97.7083219}"
1070,"Sparks Middle School,Sparks,NV","{'lat': 39.5519897, 'lng': -119.7682995}"
1071,"Newman Elementary School,Chino,CA","{'lat': 34.0268117, 'lng': -117.7144068}"
1072,"Algona High School,Algona,IA","{'lat': 43.06417709999999, 'lng': -94.2231546}"
1073,"Stephenson High School,Lithonia,GA","{'lat': 33.7745962, 'lng': -84.1245479}"
1074,"Brashear High School,Pittsburgh,PA","{'lat': 40.4191002, 'lng': -80.0182092}"
1075,"West Orange High School,Winter Garden,FL","{'lat': 28.5406621, 'lng': -81.56842750000001}"
1076,"Arapahoe High School,Centennial,CO","{'lat': 39.58160890000001, 'lng': -104.9627974}"
1077,"Edison High School,Fresno,CA","{'lat': 36.7208498, 'lng': -119.8064788}"
1078,"Liberty Technology Magnet High School,Jackson,TN","{'lat': 35.67484870000001, 'lng': -88.759997}"
1079,"Hillhouse High School,New Haven,CT","{'lat': 41.3222521, 'lng': -72.9394501}"
1080,"Berrendo Middle School,Roswell,NM","{'lat': 33.4730345, 'lng': -104.5123686}"
1081,"King Elementary School,Lancaster,PA","{'lat': 40.034016, 'lng': -76.2995571}"
1082,"Delaware Valley Charter School,Philadelphia,PA","{'lat': 39.9486859, 'lng': -75.1625633}"
1083,"Rebound High School,Carbondale,IL","{'lat': 37.7284717, 'lng': -89.2276224}"
1084,"President Theodore Roosevelt High,Honolulu,HI","{'lat': 21.3106137, 'lng': -157.8374321}"
1085,"Cesar Chavez High School,Phoenix,AZ","{'lat': 33.3758329, 'lng': -112.145292}"
1086,"North High School,Des Moines,IA","{'lat': 41.6177052, 'lng': -93.6232069}"
1087,"Bend High School,Bend,OR","{'lat': 44.0524554, 'lng': -121.2959239}"
1088,"Salisbury High School,Salisbury,NC","{'lat': 35.6646335, 'lng': -80.4851398}"
1089,"Charles F. Brush High School,Lyndhurt,OH","{'lat': 41.5220323, 'lng': -81.5052972}"
1090,"Raytown Success Academy,Raytown,MI","{'lat': 39.0148456, 'lng': -94.4562524}"
1091,"Madison Parish High School,Tallulah,LA","{'lat': 32.3982812, 'lng': -91.2074317}"
1092,"Academy of Knowledge Preschool,Miami,FL","{'lat': 25.8824175, 'lng': -80.23582619999999}"
1093,"Benjamin Banneker High School,College Park,GA","{'lat': 33.5907246, 'lng': -84.5193255}"
1094,"Unknown School (bus),Newark,NJ","{'lat': 40.7311981, 'lng': -74.176383}"
1095,"D. H. Conley High School,Greenville,NC","{'lat': 35.5303639, 'lng': -77.3247248}"
1096,"Liberty Elementary School,Columbus,OH","{'lat': 39.9175719, 'lng': -82.853172}"
1097,"East English Village Preparatory Academy,Detroit,MI","{'lat': 42.4080309, 'lng': -82.92905329999999}"
1098,"Provo High School,Provo,UT","{'lat': 40.25044339999999, 'lng': -111.7154762}"
1099,"St. Mary Catholic School,Griffith,IN","{'lat': 41.5306881, 'lng': -87.42718169999999}"
1100,"Horizon Elementary School,Everett,WA","{'lat': 47.9209912, 'lng': -122.2373942}"
1101,"John F. Kennedy High School,Richmond,CA","{'lat': 37.9247715, 'lng': -122.3285994}"
1102,"Clarke Street Elementary School,Milwaukee,WI","{'lat': 43.0663146, 'lng': -87.9493564}"
1103,"Reynolds High School,Troutdale,OR","{'lat': 45.5285812, 'lng': -122.4024842}"
1104,"Kelly High School,Benton,MO","{'lat': 37.0454481, 'lng': -89.47462499999999}"
1105,"Heather Ridge High School,Fredrick,MD","{'lat': 39.4362696, 'lng': -77.4130244}"
1106,"Saunders Elementary School,Newport News,VA","{'lat': 37.0868055, 'lng': -76.4544323}"
1107,"Stellar Leadership Academy,Miami,FL","{'lat': 25.8468711, 'lng': -80.24377179999999}"
1108,"Greenwood Lakes Middle School,Lake Mary,FL","{'lat': 28.735746, 'lng': -81.3406881}"
1109,"Westbrook Elementary School,Taylorsville,UT","{'lat': 40.6377014, 'lng': -111.9729211}"
1110,"North High School,Des Moines,IA","{'lat': 41.6177052, 'lng': -93.6232069}"
1111,"West High School,Manchester,NH","{'lat': 42.9862502, 'lng': -71.47462519999999}"
1112,"Fern Creek Traditional High School,Louisville,KY","{'lat': 38.1566807, 'lng': -85.5920281}"
1113,"Albemarle High School,Albemarle,NC","{'lat': 35.3712493, 'lng': -80.1927582}"
1114,"Langston Hughes High School,Fairburn,GA","{'lat': 33.6162662, 'lng': -84.6337669}"
1115,"A. Maceo Walker Middle School,Memphis,TN","{'lat': 35.0368195, 'lng': -90.00098720000001}"
1116,"Marysville Pilchuck High School,Marysville,WA","{'lat': 48.0962113, 'lng': -122.1545265}"
1117,"Miami Carol City High School,Miami,FL","{'lat': 25.9413812, 'lng': -80.2573833}"
1118,"Rosemary Anderson High School,Portland,OR","{'lat': 45.562025, 'lng': -122.674272}"
1119,"Sunnyside Elementary School,Pittsburgh,PA","{'lat': 40.4812232, 'lng': -79.9334387}"
1120,"Benton Elementary School,Waterville,ME","{'lat': 44.5890192, 'lng': -69.5780425}"
1121,"Wisconsin Lutheran High School,Milwaukee,WI","{'lat': 43.0337278, 'lng': -88.0163883}"
1122,"Vanguard High School,Ocala,FL","{'lat': 29.217367, 'lng': -82.1371489}"
1123,"Williamson High School,Mobile,AL","{'lat': 30.669743, 'lng': -88.0741738}"
1124,"Royal Live Oaks Academy,Hardeeville,SC","{'lat': 32.29747, 'lng': -81.09598799999999}"
1125,"Hand in Hand Montessori,Roseville,MN","{'lat': 45.0047961, 'lng': -93.1789064}"
1126,"Frederick High School,Frederick,MD","{'lat': 39.4168046, 'lng': -77.4273195}"
1127,"Tenaya Middle School,Merced,CA","{'lat': 37.29283909999999, 'lng': -120.4940822}"
1128,"Lawson Elementary School,Little Rock,AR","{'lat': 34.7162927, 'lng': -92.4935737}"
1129,"Pershing Elementary School,University City,MO","{'lat': 38.6660163, 'lng': -90.309857}"
1130,"Seguin HIgh School,Seguin,TX","{'lat': 29.5776493, 'lng': -97.94697289999999}"
1131,"Ruth Deskin Elementary School,Las Vegas,NV","{'lat': 36.2434615, 'lng': -115.2551421}"
1132,"North Thurston High School,Lacey,WA","{'lat': 47.0519675, 'lng': -122.832561}"
1133,"Willow Elementary School,Cleveland,OH","{'lat': 41.4753136, 'lng': -81.65618719999999}"
1134,"Conyers Middle School,Conyers,GA","{'lat': 33.6839165, 'lng': -84.00467859999999}"
1135,"Corona del Sol High School,Tempe,AZ","{'lat': 33.3252181, 'lng': -111.926166}"
1136,"Unknown School (bus),Jacksonville,FL","{'lat': 30.3594152, 'lng': -81.724124}"
1137,"Robinson High School,Robinson,TX","{'lat': 31.4627157, 'lng': -97.1213882}"
1138,"Southwestern Classical Academy,Flint,MI","{'lat': 42.9981036, 'lng': -83.6995714}"
1139,"Everglades City School,Everglades City,FL","{'lat': 25.8640862, 'lng': -81.38702479999999}"
1140,"South Macon Elementary School,Franklin,NC","{'lat': 35.1134362, 'lng': -83.39924359999999}"
1141,"Fort Calhoun Elementary School,Fort Calhoun,NE","{'lat': 41.4563607, 'lng': -96.0216473}"
1142,"Sarah J. Rawson Elementary School,Hartford,CT","{'lat': 41.7961641, 'lng': -72.70072809999999}"
1143,"John Jay High School,San Antonio,TX","{'lat': 29.4184088, 'lng': -98.6407119}"
1144,"Coppell Middle School East,Dallas,TX","{'lat': 32.9611026, 'lng': -96.9688226}"
1145,"Elolf Elementary School,Converse,TX","{'lat': 29.4862105, 'lng': -98.3175399}"
1146,"Paradise High School,Paradise,TX","{'lat': 33.1439177, 'lng': -97.6957673}"
1147,"William Velasquez Elementary School,Richmond,TX","{'lat': 29.5391894, 'lng': -95.6830167}"
1148,"W.S. Hornsby Elementary School,Augusta,GA","{'lat': 33.4591275, 'lng': -81.93813689999999}"
1149,"Northside High School,Lafayette,LA","{'lat': 30.251483, 'lng': -92.002838}"
1150,"Central Elementary School,Stateville,NC","{'lat': 35.92814300000001, 'lng': -80.960623}"
1151,"Harrisburg High School,Harrisburg,SD","{'lat': 43.4342954, 'lng': -96.7194485}"
1152,"Karen Wagner High School,San Antonio,TX","{'lat': 29.4566422, 'lng': -98.3569359}"
1153,"Vereen School,Moultrie,GA","{'lat': 31.1768286, 'lng': -83.8059043}"
1154,"Lecanto High School,Lecanto,FL","{'lat': 28.8242959, 'lng': -82.49846490000002}"
1155,"Central Middle School,Dover,DE","{'lat': 39.1644558, 'lng': -75.5231225}"
1156,"Harmony Grove High School,Benton,AR","{'lat': 34.507824, 'lng': -92.6435977}"
1157,"Northwestern Community High School,Indianapolis,IN","{'lat': 39.81465110000001, 'lng': -86.25855399999999}"
1158,"Lawrence Central High School,Indianapolis,IN","{'lat': 39.85667, 'lng': -86.0382149}"
1159,"Benjamin Franklin High School,Philadelphia,PA","{'lat': 39.9635895, 'lng': -75.1620169}"
1160,"Muskegon Heights High School,Muskegon Heights,MI","{'lat': 43.2072499, 'lng': -86.2474448}"
1161,"Independence High School,Glendale,AZ","{'lat': 33.5324388, 'lng': -112.2227537}"
1162,"Rock Crush Elementary School,Homosassa,FL","{'lat': 28.84901009999999, 'lng': -82.5368897}"
1163,"Chester High School (bus),Chester,PA","{'lat': 39.8505578, 'lng': -75.3672694}"
1164,"Palestine High School,Palestine,TX","{'lat': 31.7381795, 'lng': -95.6053742}"
1165,"Madison High School,Middletown,OH","{'lat': 39.5338534, 'lng': -84.44337530000001}"
1166,"Huffman High School,Birmingham,AL","{'lat': 33.6112208, 'lng': -86.6831918}"
1167,"Antigo High School,Antigo,WI","{'lat': 45.13374839999999, 'lng': -89.17541279999999}"
1168,"Kimball High School,Dallas,TX","{'lat': 32.6987088, 'lng': -96.87662}"
1169,"East High School,Pueblo,CO","{'lat': 38.289738, 'lng': -104.5774626}"
1170,"High Point High School,Beltsville,MD","{'lat': 39.0426109, 'lng': -76.9434668}"
1171,"Oscar Patterson Elementary School,Panama City,FL","{'lat': 30.1664545, 'lng': -85.6387968}"
1172,"Robert Stuart Middle School,Twin Falls,ID","{'lat': 42.5753057, 'lng': -114.4919533}"
1173,"Southside High School,Greenville,SC","{'lat': 34.7967846, 'lng': -82.40369489999999}"
1174,"Augusta High School,Augusta,KS","{'lat': 37.6966851, 'lng': -96.9701564}"
1175,"Jeremiah Burke High School,Dorchester,MA","{'lat': 42.3071524, 'lng': -71.08116199999999}"
1176,"Mcnair Elementary School,Chicago,IL","{'lat': 41.8980098, 'lng': -87.7470306}"
1177,"Woodrow Wilson Junior High School,Hanford,CT","{'lat': 36.3345123, 'lng': -119.6544318}"
1178,"Ava High School,Ava,MO","{'lat': 36.9558147, 'lng': -92.6593437}"
1179,"Wedgewood Middle School,Columbus,OH","{'lat': 39.9364969, 'lng': -83.0994085}"
